rainfall_mm,equipment_availability_pct,equipment_downtime_hrs,blasting_delay_hrs,ore_accessibility_score,maintenance_backlog_hrs,daily_production_tons
26.30871220623267,87.66301756927828,6.222483387278361,1.703605141023539,42.167973643437264,14.603388667292954,300.0
16.840623546417195,68.68463602164555,11.153050362145189,4.192469901278619,75.54533748966992,11.859318370444463,300.0
15.646801673727913,84.09275279062055,5.098063565135649,2.3430659093773096,72.84896913230945,12.972233610172355,300.36549739930206
15.647001087605615,89.23688574347432,3.3427720658908195,1.063358171651748,79.60753139258367,3.6391912774792576,540.7538740974675
49.62350499557598,76.12082792816268,8.547402526588169,5.3873867765437,71.43226679965487,10.530555696401455,300.0
31.237533760276172,83.69903298783916,5.975401020100318,6.951472838726827,66.14198598649966,5.486605270142636,300.0
12.959062404468987,95.309399126454,1.7095570488332854,6.534494614858152,98.16910667191289,5.750906222158857,555.5335122517461
27.10398192539335,83.77120767728505,5.418300447466769,2.2761541340971134,80.56521011771896,13.9034713211636,300.0
22.171493243771042,79.76685862737385,7.193234124762784,1.3998216468649045,75.78189317367034,18.402610733017184,300.0
2.8297972419863666,94.44903007495218,0.5,1.6027710815478329,72.91702869377659,9.267618988610238,640.6278547550895
7.966529368101693,94.2855678977903,1.6077909306451639,0.6372661494651263,85.34385779753246,5.739486914219427,708.0035790767228
23.297686236853103,91.02468329396768,1.6742811487098286,6.600704164895306,67.38123623693717,13.677444870259777,300.0
46.70514055454076,67.78772095643302,11.221100223617665,2.7409088159545085,63.11225624809552,17.68136683430572,300.0
15.748771732473017,67.70312335086871,10.224974372883775,1.3701919915591965,90.84161496179249,15.469738420204834,300.0
12.173090871463755,74.89638254079888,7.11061002345703,1.652550800111944,76.41411295391683,17.63763014965857,300.0
20.22354045736295,83.17995402572555,4.971652772209641,1.977482727457724,68.06032625095953,11.657984078194389,300.0
11.604194815030668,80.7203487033501,6.546035393389262,3.746414186964627,76.27454206010249,15.533772398645436,300.0
14.95826084904226,77.05733473179592,7.483372383356713,1.96669022745256,83.37193985727905,4.521162068460857,300.0
18.482866053874368,82.41762065858713,4.922267866578073,1.2986545452915956,80.78286017751559,8.268943076537447,369.34778181146066
7.623981500077721,68.55628341659676,9.117343979749922,1.002991013761658,85.58876314276641,9.011884960667404,300.0
32.31089937349068,76.02095652736438,8.052160720502943,3.0386291785096122,61.87136196932108,11.203323432428622,300.0
6.46169629936094,89.52608797292362,3.0266895236250915,0.6421408459286615,85.53708801016946,18.723374484622827,537.026733767983
5.765296388964696,85.1261599508936,4.751482115144228,2.1799906174352253,75.48767655719497,17.737338083999138,374.75680495185173
21.487552499705522,82.80721702473461,5.603179508431156,2.7426349676846646,75.54277402537906,4.421458861205322,319.1710034699058
30.682985224175226,88.02872557030156,4.334477359639735,4.042593541021272,84.24700265917672,5.110213733884338,321.8402640165568
21.10725766358637,76.82725703502167,8.401804856408706,6.607098761317196,81.12244240990366,8.437529892600404,300.0
17.13077278062903,73.00649669745893,9.11504179494711,5.723169431727115,78.55385641149775,7.23338958603213,300.0
14.847618129102127,88.24964435291787,3.6604151758863286,6.582726003276392,57.88088713231209,13.065877156812721,300.0
13.053940271052213,88.49709818863994,3.8541114342633294,1.2140188295129093,75.59639226091959,18.249968859761807,408.22005801902344
37.154972671953985,78.2922394102165,6.964530622786804,2.139874415351838,65.3286756110724,19.32124775010656,300.0
23.453825353512343,75.55719041756771,6.833560511237599,1.8925566154034588,80.84533393654941,13.764853145634078,300.0
13.88425591866316,78.95650090595798,7.8880566350456665,5.2034256503399,84.79998529552148,17.08686562521956,300.0
10.861477728580297,69.39629128266364,10.923987329102363,7.697998692023362,73.61649913566809,11.453639604154349,300.0
28.33295479131624,84.67032218756806,6.700559799008457,5.339253071252297,67.71068349920438,5.749885043480715,300.0
36.59308514880236,82.57073174349662,7.634155530683212,2.0627617131070144,86.48174438732305,11.444391417682592,300.0
34.50026701723367,63.916479252474325,11.087024143373018,7.616156517775021,67.3606318442917,11.99148682587772,300.0
9.388169049672282,86.87565948032119,4.1064602369232075,1.5704758586253993,65.80493707922288,15.364236155844019,377.29220115849694
